sig8,body_prefix,matched_field,field_offset,match_mode,match_value,content_class,family_id,confidence,status,semantic_label,source_candidate,rationale
0000010c43fc9ae9,71d0,pos020,32,exact_value,162754444,track_menu_preview,track_menu_preview_family_01,medium_high,soft_clean,audio-backed track/menu preview candidate,43fc9a_stage24_rank02_pos020_09B16F8C_09DD6F8C.pss,audio_present|mpeg1video|sane_duration|visual_sheet_unreliable
0000010c43fc9ae9,7321,pos024,36,exact_value,925218112,track_menu_preview,track_menu_preview_family_01,high,clean,Fujitsu Siemens track/menu preview,fujitsu-NORM-43fc9a_stage24_rank03_pos024_3723B540_374FB540.pss,visual_confirmed|single_car_sponsor_backdrop
0000010c43fc9ae9,7321,pos024,36,exact_value,886042620,challenge_preview,challenge_preview_family_misc,high,clean,challenge preview two-car backdrop,challenge-NORM-43fc9a_stage24_rank06_pos024_34CDEFFC_34F9EFFC.pss,visual_confirmed|two_cars_background|challenge_taxonomy
0000010c43fc9ae9,7321,pos094,148,value_set,4461302;115344352;33030392,track_menu_preview,track_menu_preview_family_01,medium,evidence,degraded track/menu preview window,43fc9a_stage24_rank04/05/07_pos094_series,mpeg2video|sane_duration|mostly_black_or_degraded_contact_sheets
0000010c43fc9ae9,7321,pos0a4,164,exact_value,85835445,track_menu_preview,track_menu_preview_family_01,medium,evidence,audio-backed degraded preview candidate,43fc9a_stage24_rank01_pos0a4_051BBEB5_0547BEB5.pss,audio_present|mpeg2video|mostly_black_sheet
0000010c43fc9ae9,7321,pos024,36,exact_value,876598009,challenge_preview,challenge_preview_family_misc,medium_high,soft_clean,Elf multi-vehicle challenge preview,43fc9a_pos024_343FD2F9_343DD2F9_3469D2F9_c4.pss,visual_confirmed|elf_branding|multi_vehicle_backdrop|duration_missing_but_sheet_clear
0000010c43fc9ae9,7321,pos024,36,exact_value,939042206,track_flythrough_preview,track_flythrough_family_01,medium,soft_clean,GO-overlay track flythrough preview,43fc9a_pos024_37F8A59E_37F6A59E_3822A59E_c3.pss,visual_confirmed|go_overlay|course_flythrough|new_family_candidate
0000010c43fc9ae9,7321,pos024,36,exact_value,70811129,nonstandard,reject_nonstandard_family,medium,rejected,corrupt or false-positive preview window,43fc9a_pos024_04387DF9_04367DF9_04627DF9_c3.pss,weird_duration|mostly_black_sheet|false_positive_like
0000010c43fc9ae9,7321,pos020,32,exact_value,632995377,nonvideo,reject_nonvideo_family,medium,rejected,non-video candidate window,43fc9a_pos020_25BABE31_25B8BE31_25E4BE31_c4.pss,ffprobe_failed|no_video_signature
0000010c43fc9ae9,7321,pos094,148,exact_value,63968575,nonstandard,reject_nonstandard_family,medium,rejected,weird mixed-stream candidate,43fc9a_pos094_03CFEDBF_03CDEDBF_03F9EDBF_c3.pss,mpeg1video+mp2_or_mp3_like|weird_duration|sheet_failed
0000010c43fc9ae9,7321,pos094,148,exact_value,4472320,degraded_video,reject_black_video_family,medium,rejected,black/degraded video window,43fc9a_pos094_00443E00_00423E00_006E3E00_c3.pss,video_valid_but_black_sheet
0000010c43fc9ae9,7321,pos094,148,exact_value,546484295,degraded_video,reject_black_video_family,medium,rejected,black/degraded video window,43fc9a_pos094_2092B047_2090B047_20BCB047_c3.pss,mpeg2video+audio|black_or_garbled_sheet
0000010c43fc9ae9,7321,pos094,148,exact_value,520101760,degraded_video,reject_black_video_family,medium,rejected,black/degraded video window,43fc9a_pos094_1F001F80_1EFE1F80_1F2A1F80_c3.pss,mpeg2video_valid|black_sheet
0000010c43fc9ae9,7321,pos094,148,exact_value,2231164,degraded_video,reject_black_video_family,medium,rejected,truncated or black video window,43fc9a_pos094_00220B7C_00200B7C_004C0B7C_c3.pss,mpeg2video_valid|no_duration|black_sheet
0000010c43fc9ae9,7321,pos094,148,exact_value,571046676,nonstandard,reject_nonstandard_family,medium,rejected,weird-duration flythrough false positive,43fc9a_pos094_22097B14_22077B14_22337B14_c3.pss,huge_duration|sheet_unreliable
0000010c43fc9ae9,7321,pos094,148,exact_value,9536529,audio_only,reject_audio_only_family,medium,rejected,audio-only candidate,43fc9a_pos094_009183F1_008F83F1_00BB83F1_c3.pss,mp3_only|no_video
0000010c43fc9ae9,7321,pos094,148,exact_value,12247559,audio_only,reject_audio_only_family,medium,rejected,audio-only candidate,43fc9a_pos094_00BAD047_00B8D047_00E4D047_c3.pss,mp3_only|no_video
0000010c43fc9ae9,7321,pos0a4,164,exact_value,1156816569,nonvideo,reject_nonvideo_family,medium,rejected,non-video candidate window,43fc9a_pos0a4_44F4A559_44F2A559_451EA559_c3.pss,ffprobe_failed|no_video_signature
0000010c43fc9ae9,7321,pos0a4,164,exact_value,773127104,nonvideo,reject_nonvideo_family,medium,rejected,non-video candidate window,43fc9a_pos0a4_2E1486C0_2E1286C0_2E3E86C0_c3.pss,ffprobe_failed|no_video_signature
0000010c43fc9ae9,7321,pos0a4,164,exact_value,361560150,nonvideo,reject_nonvideo_family,medium,rejected,non-video candidate window,43fc9a_pos0a4_158DB156_158BB156_15B7B156_c3.pss,ffprobe_failed|no_video_signature
0000010c43fc9ae9,7321,pos020,32,exact_value,4003739520,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos020,value_cluster_pos020_EEA43780,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos024,36,exact_value,4031458576,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos024,value_cluster_pos024_F04B2D10,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos020,32,exact_value,3302307782,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos020,value_cluster_pos020_C4D537C6,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos020,32,exact_value,4119720260,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos020,value_cluster_pos020_F58DF144,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos024,36,exact_value,1314881215,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos024,value_cluster_pos024_4E5F7EBF,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos094,148,exact_value,1686212354,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos094,value_cluster_pos094_64818F02,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos0a4,164,exact_value,3797674969,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos0a4,value_cluster_pos0a4_E25BEBD9,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos020,32,exact_value,3032363422,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos020,value_cluster_pos020_B4BE319E,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos020,32,exact_value,1507768417,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos020,value_cluster_pos020_59DEB861,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
0000010c43fc9ae9,7321,pos020,32,exact_value,2633812737,deferred_oob,deferred_oob_43fc9a,medium,deferred_oob,deferred out-of-bounds value cluster pos020,value_cluster_pos020_9CFCCB01,value_cluster_above_tng_size_or_truncated_window|needs_future_relative_or_transformed_interpretation
